curation_id	curation_type	dataset_id	split_id	curated_field	original_value	curated_value	source_evidence	source_PMID	source_DOI	rationale	curator	curation_date_if_available	used_in_stage	used_in_figure_or_table	review_status	notes
CUR00055	dataset_role_assignment	GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad26__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h <= 24: locked anchor discovery evidence	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00056	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad26__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	Strict anchor used for portability checks and frozen-score validation.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00057	dataset_role_assignment	GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad5__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h <= 24: locked anchor discovery evidence	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00058	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=Muscle__H=24__B=NA__G=delivery_ad5__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	Strict anchor used for portability checks and frozen-score validation.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00059	dataset_role_assignment	GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad26__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h <= 24: locked anchor discovery evidence	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00060	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad26__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	Strict anchor used for portability checks and frozen-score validation.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00061	dataset_role_assignment	GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad5__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	time_h <= 24: locked anchor discovery evidence	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00062	inclusion_exclusion_decision	GSE264344	GSE264344_design__T=dLN__H=24__B=NA__G=delivery_ad5__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	40162786	10.1128/jvi.00247-25	Strict anchor used for portability checks and frozen-score validation.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00063	dataset_role_assignment	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute discovery context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00064	inclusion_exclusion_decision	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110503__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00065	dataset_role_assignment	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute discovery context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00066	inclusion_exclusion_decision	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00110754__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00067	dataset_role_assignment	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute discovery context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00068	inclusion_exclusion_decision	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=GID00114748__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00069	dataset_role_assignment	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute discovery context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00070	inclusion_exclusion_decision	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_1000_g_lnps_injected__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00071	dataset_role_assignment	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute discovery context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00072	inclusion_exclusion_decision	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_250_g_alum_injected__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00073	dataset_role_assignment	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute discovery context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00074	inclusion_exclusion_decision	GSE279372	GSE279372_design__T=draining_lymph_nodes__H=24__B=NA__G=delivery_5_g_gi_1_gii_4_vlp__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00075	dataset_role_assignment	GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute LNP formulation / dLN context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00076	inclusion_exclusion_decision	GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_sm102__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00077	dataset_role_assignment	GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; acute LNP formulation / dLN context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00078	inclusion_exclusion_decision	GSE279744	GSE279744_design__T=lymph_node__H=6__B=NA__G=delivery_vaccination_with_ssop__VS=baseline_0	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Non-strict acute calibration dataset; supports external acute validation without expanding anchor set.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Calibration dataset; not counted as a strict anchor. Organism metadata unavailable in inspected design files.
CUR00079	dataset_role_assignment	GSE39129	GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none	manuscript_analysis_group	anchor	Locked anchor	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	locked anchor; mouse liver; 4 h	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00080	inclusion_exclusion_decision	GSE39129	GSE39129_design__T=liver__H=4__B=NA__G=delivery_lentiviral_vector_lv__VS=delivery_none	primary_claim_included_yes_no	anchor_discovery	yes	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	Strict anchor used for portability checks and frozen-score validation.	not_recorded_in_source	NA	08_dataset_role_cleanup	Supplementary Table S1; Supplementary Table S2	documented	Not independent of the anchor evidence except in leave-one-anchor-out analysis. Organism metadata unavailable in inspected design files.
CUR00081	dataset_role_assignment	GSE119119	GSE119119_design__T=whole_liver__H=4__B=NA__G=GID00069418__VS=WT_uninfected_whole_liver	manuscript_analysis_group	primary_acute_validation	Primary acute validation	<local_project_root>\audit\results\manuscript_dataset_role_table.tsv	NA	NA	external acute validation, but interpret with genotype/antibody perturbation context	not_recorded_in_source	NA	08_dataset_role_cleanup	Figures 1-5; Supplementary Tables S1-S2	documented	External dataset; interpret with dataset-specific sample size and design constraints. Organism metadata unavailable in inspected design files.
